"Blooket Import Template",,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3 (Optional)","Answer 4 (Optional)","Time Limit (sec) (Max: 300 seconds)","Correct Answer(s) (Only include Answer #)",,
985,"In a bag of marbles, 50% are white. You know there are 29 white marbles. How many total marbles are in the bag?",58,,,,60,,,typing
986,"In a bag of marbles, 25% are black. You know there are 24 black marbles. How many total marbles are in the bag?",96,,,,60,,,typing
987,"In a bag of marbles, 75% are orange. You know there are 57 orange marbles. How many total marbles are in the bag?",76,,,,60,,,typing
988,"In a bag of marbles, 40% are violet. You know there are 18 violet marbles. How many total marbles are in the bag?",45,,,,60,,,typing
989,"In a bag of marbles, 25% are blue. You know there are 13 blue marbles. How many total marbles are in the bag?",52,,,,60,,,typing
990,"In a bag of marbles, 20% are white. You know there are 18 white marbles. How many total marbles are in the bag?",90,,,,60,,,typing
991,"In a bag of marbles, 40% are green. You know there are 32 green marbles. How many total marbles are in the bag?",80,,,,60,,,typing
992,"In a bag of marbles, 50% are black. You know there are 46 black marbles. How many total marbles are in the bag?",92,,,,60,,,typing
993,"In a bag of marbles, 70% are red. You know there are 56 red marbles. How many total marbles are in the bag?",80,,,,60,,,typing
994,"In a bag of marbles, 50% are orange. You know there are 27 orange marbles. How many total marbles are in the bag?",54,,,,60,,,typing
995,"In a bag of marbles, 25% are white. You know there are 21 white marbles. How many total marbles are in the bag?",84,,,,60,,,typing
996,"In a bag of marbles, 30% are blue. You know there are 15 blue marbles. How many total marbles are in the bag?",50,,,,60,,,typing
997,"In a bag of marbles, 30% are yellow. You know there are 6 yellow marbles. How many total marbles are in the bag?",20,,,,60,,,typing
998,"In a bag of marbles, 30% are blue. You know there are 6 blue marbles. How many total marbles are in the bag?",20,,,,60,,,typing
999,"In a bag of marbles, 30% are red. You know there are 21 red marbles. How many total marbles are in the bag?",70,,,,60,,,typing
1000,"In a bag of marbles, 30% are blue. You know there are 15 blue marbles. How many total marbles are in the bag?",50,,,,60,,,typing
