"Blooket
Import Template",,,,,,,,,
120,"Which sentence shows parallelism in the list?","The book explores love, to lose love ones, and themes of redemption.","She loves to learn languages, explore cultures, and meeting new people.","The applicant demonstrated leadership, initiative, and innovation.","I want to travel, to learn, and growing my skillset.",30,3,,
121,"Which sentence shows parallelism in the list?","The library offers books, magazines, and films.","She was determined to win the race, to secure a medal, and achieving her personal best.","She committed to exercising regularly, eating healthily, and to get more sleep.","They were excited to hike, to camp, and catching fish.",30,1,,
122,"Which sentence shows parallelism in the list?","She is skilled at baking, gardening, and she knits sweaters.","The library offers books, magazines, and keeps track of all visitors.","We traveled to Spain, visiting France, and to explore Italy.","The teacher emphasized reading, writing, and critical thinking.",30,4,,
123,"Which sentence shows parallelism in the list?","The artist's work includes sculptures, paintings, and installing art.","The student demonstrated writing skills, researching abilities, and presented data.","He supports charitable organizations that promote health, education, and welfare.","We traveled to Spain, visiting France, and to explore Italy.",30,3,,
124,"Which sentence shows parallelism in the list?","The museum showcases art, history, and also has science exhibits.","The government aims to improve infrastructure, enhance education, and support healthcare.","The coach emphasized team strategy, teamwork, and to practice.","She has a knack for teaching, guides, and inspiring students.",30,2,,
125,"Which sentence shows parallelism in the list?","He is known for humor, his intelligence, and he creates masterpieces.","She excels in mathematics, science, and with technology.","My friends enjoy hiking, biking, and they like to swimm.","The library offers books, magazines, and films.",30,4,,
126,"Which sentence shows parallelism in the list?","The book explores love, to lose love ones, and themes of redemption.","The dog barked loudly, running quickly, and jumps playfully.","The library offers books, magazines, and keeps track of all visitors.","He is talented in singing, dancing, and acting.",30,4,,
127,"Which sentence shows parallelism in the list?","He is committed to personal growth, to professional development, and serving communities.","The presentation included visuals, data, and anecdotes.","The service offers flexibility, efficiency, and offers quality.","She is passionate about teaching, mentoring, and she inspired youth.",30,2,,
128,"Which sentence shows parallelism in the list?","The curriculum includes reading, writing, and includes math.","His duties included leading the meeting, preparing the agenda, and to take notes.","Her strengths include adaptability, creativity, and resilience.","Our company values honesty, integrity, and teamwork.",30,3,,
129,"Which sentence shows parallelism in the list?","The student demonstrated skills in writing, researching, and presenting.","The student demonstrated writing skills, researching abilities, and presented data.","We need to address safety, efficiency, and decrease costs.","He needs to organize his schedule, managing his time, and priorities.",30,1,,
130,"Which sentence shows parallelism in the list?","I want to write a novel, publish a book, and to inspire others.","He supports charitable organizations that promote health, education, and welfare.","She has a knack for teaching, guides, and inspiring students.","They want to become doctors, researchers, and to mentor others.",30,2,,
131,"Which sentence shows parallelism in the list?","I hope to build a network, gain experience, and achieve my goals.","The athlete won gold in swimming, silver in biking, and they received bronze in running.","The teacher encourages reading, to write, and having discussions.","They hope for expansion of their business, improving customer service, and to innovate products.",30,1,,
132,"Which sentence shows parallelism in the list?","Her interests include learning music, art appreciation, and reading literature.","The recipe calls for flour, sugar, and adding butter.","Her responsibilities involve teaching youths, to mentor recruits, and giving counsel to coworkers.","The applicant demonstrated leadership, initiative, and innovation.",30,4,,
